Year,State,Obesity_Rate,Education_Level
2012,Washington,39.1,Less than high school
2012,Washington,32.5,Less than high school
2012,Washington,35.9,Some college or technical school
2012,Washington,33.0,High school graduate
2012,Washington,35.8,College graduate
2012,Washington,29.9,High school graduate
2012,Wisconsin,36.0,College graduate
2012,Wisconsin,24.1,College graduate
2012,Wisconsin,34.9,Less than high school
2012,Wisconsin,38.6,High school graduate
2012,Wisconsin,29.2,Some college or technical school
2012,Wisconsin,31.5,High school graduate
2012,Wisconsin,37.5,Less than high school
2012,Wisconsin,36.0,Some college or technical school
2012,West Virginia,31.9,Some college or technical school
2012,West Virginia,39.8,College graduate
2012,West Virginia,35.0,Some college or technical school
2012,West Virginia,28.1,College graduate
2012,West Virginia,35.6,High school graduate
2012,West Virginia,33.1,Less than high school
2012,West Virginia,35.3,High school graduate
2012,West Virginia,31.4,Less than high school
2012,Wyoming,25.6,Some college or technical school
2012,Wyoming,38.2,High school graduate
2012,Wyoming,36.2,Less than high school
2012,Wyoming,25.7,High school graduate
2012,Wyoming,38.8,Some college or technical school
2012,Wyoming,40.9,College graduate
2012,Wyoming,34.8,Less than high school
2013,Alaska,28.2,Less than high school
2013,Alaska,35.5,High school graduate
2013,Alaska,38.3,Some college or technical school
2013,Alaska,38.8,College graduate
2013,Alaska,33.1,High school graduate
2013,Alaska,39.1,Less than high school
2013,Alaska,29.6,Some college or technical school
2013,Alabama,33.8,Less than high school
2013,Alabama,32.1,High school graduate
2013,Alabama,36.1,High school graduate
2013,Alabama,35.3,Less than high school
2013,Alabama,38.9,College graduate
2013,Alabama,33.6,Some college or technical school
2013,Alabama,27.6,College graduate
2013,Alabama,35.2,Some college or technical school
2013,Arkansas,32.2,High school graduate
2013,Arkansas,27.2,College graduate
2013,Arkansas,40.3,College graduate
2013,Arkansas,39.6,Less than high school
2013,Arkansas,33.0,Less than high school
2013,Arkansas,36.0,High school graduate
2013,Arkansas,37.2,Some college or technical school
2013,Arkansas,34.5,Some college or technical school
2013,Arizona,42.5,Less than high school
2013,Arizona,22.2,Less than high school
2013,Arizona,35.4,High school graduate
2013,Arizona,27.3,High school graduate
2013,Arizona,39.4,College graduate
2013,Arizona,37.1,Some college or technical school
2013,Arizona,24.9,Some college or technical school
2013,California,24.5,High school graduate
2013,California,26.4,Some college or technical school
2013,California,34.3,Less than high school
2013,California,35.3,College graduate
2013,California,34.7,Some college or technical school
2013,California,36.9,High school graduate
2013,California,38.4,Less than high school
2013,Colorado,34.5,Less than high school
2013,Colorado,24.1,Some college or technical school
2013,Colorado,36.0,High school graduate
2013,Colorado,28.8,Less than high school
2013,Colorado,33.5,Some college or technical school
2013,Colorado,36.2,College graduate
2013,Connecticut,29.8,Less than high school
2013,Connecticut,37.7,College graduate
2013,Connecticut,38.9,Less than high school
2013,Connecticut,28.5,High school graduate
2013,Connecticut,26.9,Some college or technical school
2013,Connecticut,38.4,High school graduate
2013,Connecticut,36.1,Some college or technical school
2013,District of Columbia,28.6,Less than high school
2013,District of Columbia,27.7,Some college or technical school
2013,District of Columbia,31.4,High school graduate
2013,District of Columbia,31.3,High school graduate
2013,District of Columbia,31.1,College graduate
2013,District of Columbia,31.7,Some college or technical school
2013,District of Columbia,37.8,Less than high school
2013,Delaware,29.8,High school graduate
2013,Delaware,29.6,Less than high school
2013,Delaware,39.3,Less than high school
2013,Delaware,34.6,Some college or technical school
2013,Delaware,31.2,Some college or technical school
2013,Delaware,35.4,High school graduate
2013,Delaware,24.7,College graduate
2013,Delaware,35.7,College graduate
2013,Florida,35.4,High school graduate
2013,Florida,26.5,Some college or technical school
2013,Florida,35.8,Some college or technical school
2013,Florida,37.3,College graduate
2013,Florida,28.4,High school graduate
2013,Florida,38.4,Less than high school
2013,Florida,29.4,Less than high school
2013,Georgia,30.8,Some college or technical school
2013,Georgia,24.6,College graduate
2013,Georgia,35.1,Less than high school
2013,Georgia,34.6,High school graduate
2013,Georgia,37.9,College graduate
2013,Georgia,32.0,High school graduate
2013,Georgia,36.6,Less than high school
2013,Georgia,33.4,Some college or technical school
2013,Hawaii,26.7,Less than high school
2013,Hawaii,35.8,College graduate
2013,Hawaii,34.1,High school graduate
2013,Hawaii,22.3,Some college or technical school
2013,Hawaii,24.2,High school graduate
2013,Hawaii,29.3,Less than high school
2013,Hawaii,33.3,Some college or technical school
2013,Iowa,34.0,Less than high school
2013,Iowa,26.7,College graduate
2013,Iowa,35.2,Some college or technical school
2013,Iowa,32.5,Some college or technical school
2013,Iowa,36.9,High school graduate
2013,Iowa,33.0,High school graduate
2013,Iowa,35.7,College graduate
2013,Iowa,32.2,Less than high school
2013,Idaho,30.9,Some college or technical school
2013,Idaho,34.3,Less than high school
2013,Idaho,31.1,High school graduate
2013,Idaho,35.0,College graduate
2013,Idaho,35.7,High school graduate
2013,Idaho,24.2,College graduate
2013,Idaho,32.3,Less than high school
2013,Idaho,35.7,Some college or technical school
2013,Illinois,32.2,High school graduate
2013,Illinois,40.6,Less than high school
2013,Illinois,35.8,Some college or technical school
2013,Illinois,22.8,College graduate
2013,Illinois,35.5,College graduate
2013,Illinois,31.2,Less than high school
2013,Illinois,30.9,Some college or technical school
2013,Illinois,33.5,High school graduate
2013,Indiana,31.3,Less than high school
2013,Indiana,25.4,College graduate
2013,Indiana,33.0,High school graduate
2013,Indiana,37.0,High school graduate
2013,Indiana,34.3,Some college or technical school
2013,Indiana,37.3,College graduate
2013,Indiana,35.1,Less than high school
2013,Indiana,33.6,Some college or technical school
2013,Kansas,34.9,High school graduate
2013,Kansas,35.1,Some college or technical school
2013,Kansas,31.0,High school graduate
2013,Kansas,35.1,Less than high school
2013,Kansas,33.0,Less than high school
2013,Kansas,25.1,College graduate
2013,Kansas,31.4,Some college or technical school
2013,Kansas,37.0,College graduate
2013,Kentucky,35.7,High school graduate
2013,Kentucky,34.6,High school graduate
2013,Kentucky,33.4,Some college or technical school
2013,Kentucky,25.7,College graduate
2013,Kentucky,34.2,Less than high school
2013,Kentucky,38.8,College graduate
2013,Kentucky,34.3,Some college or technical school
2013,Kentucky,29.5,Less than high school
2013,Louisiana,35.0,Some college or technical school
2013,Louisiana,25.8,College graduate
2013,Louisiana,38.3,College graduate
2013,Louisiana,34.8,High school graduate
2013,Louisiana,32.5,Some college or technical school
2013,Louisiana,27.8,Less than high school
2013,Louisiana,34.7,High school graduate
2013,Louisiana,38.8,Less than high school
2013,Massachusetts,35.1,High school graduate
2013,Massachusetts,35.5,Less than high school
2013,Massachusetts,25.3,Some college or technical school
2013,Massachusetts,30.2,Less than high school
2013,Massachusetts,28.4,High school graduate
2013,Massachusetts,34.6,College graduate
2013,Massachusetts,33.0,Some college or technical school
2013,Maryland,33.3,Some college or technical school
2013,Maryland,33.8,High school graduate
2013,Maryland,38.2,College graduate
2013,Maryland,34.6,High school graduate
2013,Maryland,38.4,Less than high school
2013,Maryland,29.8,Some college or technical school
2013,Maryland,30.9,Less than high school
2013,Maine,36.7,High school graduate
2013,Maine,29.8,Some college or technical school
2013,Maine,35.7,Some college or technical school
2013,Maine,36.8,College graduate
2013,Maine,22.2,College graduate
2013,Maine,34.2,Less than high school
2013,Maine,32.1,Less than high school
2013,Maine,31.5,High school graduate
2013,Michigan,36.4,College graduate
2013,Michigan,33.6,Some college or technical school
2013,Michigan,25.5,College graduate
2013,Michigan,35.1,High school graduate
2013,Michigan,34.2,Less than high school
2013,Michigan,32.7,High school graduate
2013,Michigan,34.5,Some college or technical school
2013,Michigan,31.5,Less than high school
2013,Minnesota,33.0,Some college or technical school
2013,Minnesota,27.1,Less than high school
2013,Minnesota,27.9,Some college or technical school
2013,Minnesota,37.5,College graduate
2013,Minnesota,36.3,Less than high school
2013,Minnesota,28.7,High school graduate
2013,Minnesota,36.7,High school graduate
2013,Missouri,33.8,Some college or technical school
2013,Missouri,34.0,Some college or technical school
2013,Missouri,36.2,High school graduate
2013,Missouri,37.3,College graduate
2013,Missouri,31.3,Less than high school
2013,Missouri,32.0,High school graduate
2013,Missouri,23.1,College graduate
2013,Mississippi,34.9,Some college or technical school
2013,Mississippi,30.6,College graduate
2013,Mississippi,38.2,High school graduate
2013,Mississippi,32.8,High school graduate
2013,Mississippi,32.7,Some college or technical school
2013,Mississippi,38.7,Less than high school
2013,Mississippi,32.1,Less than high school
2013,Mississippi,37.2,College graduate
2013,Montana,38.0,College graduate
2013,Montana,25.4,Some college or technical school
2013,Montana,36.8,Some college or technical school
2013,Montana,24.2,Less than high school
2013,Montana,30.4,Less than high school
2013,Montana,27.3,High school graduate
2013,Montana,37.5,High school graduate
2013,North Carolina,36.6,Some college or technical school
2013,North Carolina,36.8,College graduate
2013,North Carolina,30.4,High school graduate
2013,North Carolina,37.4,High school graduate
2013,North Carolina,22.7,College graduate
2013,North Carolina,35.7,Less than high school
2013,North Carolina,30.7,Some college or technical school
2013,North Carolina,35.2,Less than high school
2013,North Dakota,36.7,Some college or technical school
2013,North Dakota,36.6,High school graduate
2013,North Dakota,33.4,Some college or technical school
2013,North Dakota,32.0,High school graduate
2013,North Dakota,36.6,College graduate
2013,North Dakota,26.8,College graduate
2013,North Dakota,28.6,Less than high school
2013,North Dakota,36.5,Less than high school
2013,Nebraska,24.3,College graduate
2013,Nebraska,30.9,High school graduate
2013,Nebraska,34.7,Some college or technical school
2013,Nebraska,38.3,College graduate
2013,Nebraska,32.1,Some college or technical school
2013,Nebraska,36.3,Less than high school
2013,Nebraska,30.1,Less than high school
2013,Nebraska,35.0,High school graduate
2013,New Hampshire,36.6,College graduate
2013,New Hampshire,29.4,High school graduate
2013,New Hampshire,22.3,College graduate
2013,New Hampshire,33.5,Less than high school
2013,New Hampshire,26.6,Some college or technical school
2013,New Hampshire,34.2,Some college or technical school
2013,New Hampshire,29.8,Less than high school
2013,New Hampshire,36.0,High school graduate
2013,New Jersey,34.9,Some college or technical school
2013,New Jersey,28.1,Some college or technical school
2013,New Jersey,38.8,College graduate
2013,New Jersey,36.6,High school graduate
2013,New Jersey,29.1,High school graduate
2013,New Jersey,33.2,Less than high school
2013,New Jersey,35.5,Less than high school
2013,New Mexico,37.7,College graduate
2013,New Mexico,35.7,Some college or technical school
2013,New Mexico,34.8,Less than high school
2013,New Mexico,26.7,High school graduate
2013,New Mexico,34.5,Less than high school
2013,New Mexico,36.8,High school graduate
2013,New Mexico,27.5,Some college or technical school
2013,Nevada,39.6,Less than high school
2013,Nevada,29.0,High school graduate
2013,Nevada,37.4,High school graduate
2013,Nevada,40.1,Some college or technical school
2013,Nevada,25.8,Some college or technical school
2013,Nevada,37.2,College graduate
2013,Nevada,27.7,Less than high school
2013,New York,28.2,High school graduate
2013,New York,32.7,Less than high school
2013,New York,36.0,Some college or technical school
2013,New York,28.0,Some college or technical school
2013,New York,35.1,College graduate
2013,New York,36.0,Less than high school
2013,New York,36.4,High school graduate
2013,Ohio,24.6,College graduate
